logID,sensorID,datetime,temperature,humidity,windspeed,windDirection,VPD
8425366,4,"2026-08-11 00:00:45",28.30000,82.50000,NULL,NULL,0.67313
8425367,4,"2026-08-11 00:00:45",28.20000,84.20000,NULL,NULL,0.60422
8425369,3,"2026-08-11 00:00:48",28.30000,82.40000,NULL,NULL,0.67698
8425371,4,"2026-08-11 00:00:48",28.30000,82.40000,NULL,NULL,0.67698
8425372,4,"2026-08-11 00:00:48",28.20000,84.20000,NULL,NULL,0.60422
8425375,3,"2026-08-11 00:00:51",28.30000,82.40000,NULL,NULL,0.67698
8425376,4,"2026-08-11 00:00:51",28.30000,82.40000,NULL,NULL,0.67698
8425377,4,"2026-08-11 00:00:52",28.20000,84.20000,NULL,NULL,0.60422
8425381,3,"2026-08-11 00:00:55",28.30000,82.40000,NULL,NULL,0.67698
8425382,4,"2026-08-11 00:00:55",28.30000,82.40000,NULL,NULL,0.67698
8425383,4,"2026-08-11 00:00:55",28.20000,84.20000,NULL,NULL,0.60422
8425385,3,"2026-08-11 00:00:58",28.30000,82.50000,NULL,NULL,0.67313
8425386,4,"2026-08-11 00:00:58",28.30000,82.50000,NULL,NULL,0.67313
8425387,4,"2026-08-11 00:00:58",28.20000,84.20000,NULL,NULL,0.60422
8425390,3,"2026-08-11 00:01:01",28.30000,82.50000,NULL,NULL,0.67313
8425391,4,"2026-08-11 00:01:01",28.30000,82.50000,NULL,NULL,0.67313
8425392,4,"2026-08-11 00:01:01",28.20000,84.30000,NULL,NULL,0.60040
8425395,3,"2026-08-11 00:01:04",28.30000,82.50000,NULL,NULL,0.67313
8425397,4,"2026-08-11 00:01:04",28.30000,82.50000,NULL,NULL,0.67313
8425398,4,"2026-08-11 00:01:04",28.20000,84.20000,NULL,NULL,0.60422
8425400,3,"2026-08-11 00:01:07",28.30000,82.40000,NULL,NULL,0.67698
8425401,4,"2026-08-11 00:01:07",28.30000,82.40000,NULL,NULL,0.67698
8425402,4,"2026-08-11 00:01:08",28.20000,84.20000,NULL,NULL,0.60422
8425403,3,"2026-08-11 00:01:11",28.30000,82.40000,NULL,NULL,0.67698
8425404,4,"2026-08-11 00:01:11",28.30000,82.40000,NULL,NULL,0.67698
8425405,4,"2026-08-11 00:01:11",28.20000,84.20000,NULL,NULL,0.60422
8425406,3,"2026-08-11 00:01:14",28.30000,82.40000,NULL,NULL,0.67698
8425407,4,"2026-08-11 00:01:14",28.30000,82.40000,NULL,NULL,0.67698
8425408,4,"2026-08-11 00:01:14",28.20000,84.30000,NULL,NULL,0.60040
8425410,3,"2026-08-11 00:01:17",28.30000,82.40000,NULL,NULL,0.67698
8425411,4,"2026-08-11 00:01:17",28.30000,82.40000,NULL,NULL,0.67698
8425412,4,"2026-08-11 00:01:17",28.20000,84.20000,NULL,NULL,0.60422
8425414,3,"2026-08-11 00:01:20",28.30000,82.40000,NULL,NULL,0.67698
8425416,4,"2026-08-11 00:01:20",28.30000,82.40000,NULL,NULL,0.67698
8425417,4,"2026-08-11 00:01:20",28.20000,84.20000,NULL,NULL,0.60422
8425421,4,"2026-08-11 00:01:23",28.20000,84.20000,NULL,NULL,0.60422
8425423,3,"2026-08-11 00:01:25",28.30000,82.40000,NULL,NULL,0.67698
8425425,4,"2026-08-11 00:01:26",28.20000,84.20000,NULL,NULL,0.60422
8425427,4,"2026-08-11 00:01:29",28.20000,84.20000,NULL,NULL,0.60422
8425429,3,"2026-08-11 00:01:30",28.30000,82.40000,NULL,NULL,0.67698
8425431,4,"2026-08-11 00:01:32",28.20000,84.20000,NULL,NULL,0.60422
8425434,3,"2026-08-11 00:01:34",28.30000,82.50000,NULL,NULL,0.67313
8425435,4,"2026-08-11 00:01:34",28.30000,82.50000,NULL,NULL,0.67313
8425436,4,"2026-08-11 00:01:35",28.20000,84.20000,NULL,NULL,0.60422
8425438,3,"2026-08-11 00:01:38",28.30000,82.40000,NULL,NULL,0.67698
8425439,4,"2026-08-11 00:01:38",28.30000,82.40000,NULL,NULL,0.67698
8425440,4,"2026-08-11 00:01:38",28.20000,84.30000,NULL,NULL,0.60040
8425444,3,"2026-08-11 00:01:43",28.30000,82.40000,NULL,NULL,0.67698
8425449,3,"2026-08-11 00:01:46",28.30000,82.40000,NULL,NULL,0.67698
8425450,4,"2026-08-11 00:01:47",28.20000,84.30000,NULL,NULL,0.60040
8425453,3,"2026-08-11 00:01:49",28.30000,82.40000,NULL,NULL,0.67698
8425454,4,"2026-08-11 00:01:50",28.20000,84.30000,NULL,NULL,0.60040
8425456,3,"2026-08-11 00:01:52",28.30000,82.40000,NULL,NULL,0.67698
8425458,4,"2026-08-11 00:01:53",28.20000,84.30000,NULL,NULL,0.60040
8425460,3,"2026-08-11 00:01:55",28.30000,82.40000,NULL,NULL,0.67698
8425461,4,"2026-08-11 00:01:56",28.20000,84.30000,NULL,NULL,0.60040
8425464,3,"2026-08-11 00:01:58",28.30000,82.50000,NULL,NULL,0.67313
8425465,4,"2026-08-11 00:01:58",28.20000,84.30000,NULL,NULL,0.60040
8425467,3,"2026-08-11 00:02:00",28.30000,82.50000,NULL,NULL,0.67313
8425468,4,"2026-08-11 00:02:01",28.20000,84.30000,NULL,NULL,0.60040
8425472,3,"2026-08-11 00:02:03",28.30000,82.40000,NULL,NULL,0.67698
8425473,4,"2026-08-11 00:02:04",28.20000,84.30000,NULL,NULL,0.60040
8425476,3,"2026-08-11 00:02:06",28.30000,82.40000,NULL,NULL,0.67698
8425478,4,"2026-08-11 00:02:07",28.20000,84.30000,NULL,NULL,0.60040
8425479,3,"2026-08-11 00:02:09",28.30000,82.40000,NULL,NULL,0.67698
8425481,4,"2026-08-11 00:02:10",28.20000,84.30000,NULL,NULL,0.60040
8425482,3,"2026-08-11 00:02:11",28.30000,82.40000,NULL,NULL,0.67698
8425483,4,"2026-08-11 00:02:13",28.20000,84.30000,NULL,NULL,0.60040
8425485,3,"2026-08-11 00:02:14",28.30000,82.40000,NULL,NULL,0.67698
8425486,4,"2026-08-11 00:02:15",28.20000,84.30000,NULL,NULL,0.60040
8425487,2,"2026-08-11 00:00:00",29.50000,75.90000,NULL,NULL,0.99362
8425488,3,"2026-08-11 00:02:17",28.30000,82.40000,NULL,NULL,0.67698
8425489,2,"2026-08-11 00:00:02",29.50000,75.80000,NULL,NULL,0.99774
8425490,4,"2026-08-11 00:02:18",28.20000,84.30000,NULL,NULL,0.60040
8425491,1,"2026-08-11 00:00:00",27.80000,76.90000,0.00000,0,0.86305
8425492,3,"2026-08-11 00:02:20",28.30000,82.40000,NULL,NULL,0.67698
8425493,2,"2026-08-11 00:00:05",29.50000,75.80000,NULL,NULL,0.99774
8425494,4,"2026-08-11 00:02:21",28.20000,84.30000,NULL,NULL,0.60040
8425495,3,"2026-08-11 00:02:22",28.30000,82.40000,NULL,NULL,0.67698
8425496,1,"2026-08-11 00:00:04",27.80000,76.90000,0.54000,62,0.86305
8425497,2,"2026-08-11 00:00:07",29.50000,75.80000,NULL,NULL,0.99774
8425498,4,"2026-08-11 00:02:24",28.20000,84.20000,NULL,NULL,0.60422
8425499,3,"2026-08-11 00:02:25",28.30000,82.50000,NULL,NULL,0.67313
8425500,2,"2026-08-11 00:00:10",29.50000,75.80000,NULL,NULL,0.99774
8425501,4,"2026-08-11 00:02:26",28.20000,84.30000,NULL,NULL,0.60040
8425502,1,"2026-08-11 00:00:09",27.80000,76.90000,0.52000,63,0.86305
8425503,3,"2026-08-11 00:02:28",28.30000,82.40000,NULL,NULL,0.67698
8425504,2,"2026-08-11 00:00:12",29.50000,75.80000,NULL,NULL,0.99774
8425505,4,"2026-08-11 00:02:29",28.20000,84.30000,NULL,NULL,0.60040
8425506,2,"2026-08-11 00:00:15",29.50000,75.80000,NULL,NULL,0.99774
8425507,3,"2026-08-11 00:02:31",28.30000,82.40000,NULL,NULL,0.67698
8425508,1,"2026-08-11 00:00:13",27.80000,76.90000,0.00000,0,0.86305
8425509,4,"2026-08-11 00:02:32",28.20000,84.30000,NULL,NULL,0.60040
8425510,2,"2026-08-11 00:00:17",29.50000,75.80000,NULL,NULL,0.99774
8425511,3,"2026-08-11 00:02:35",28.30000,82.40000,NULL,NULL,0.67698
8425512,4,"2026-08-11 00:02:35",28.30000,82.40000,NULL,NULL,0.67698
8425513,4,"2026-08-11 00:02:35",28.20000,84.20000,NULL,NULL,0.60422
8425514,2,"2026-08-11 00:00:20",29.50000,75.80000,NULL,NULL,0.99774
8425515,1,"2026-08-11 00:00:18",27.80000,76.90000,0.00000,0,0.86305
8425516,3,"2026-08-11 00:02:38",28.30000,82.40000,NULL,NULL,0.67698
8425517,2,"2026-08-11 00:00:22",29.50000,75.80000,NULL,NULL,0.99774
8425518,4,"2026-08-11 00:02:38",28.30000,82.40000,NULL,NULL,0.67698
8425519,4,"2026-08-11 00:02:38",28.20000,84.30000,NULL,NULL,0.60040
8425520,1,"2026-08-11 00:00:22",27.80000,76.90000,0.00000,0,0.86305
8425521,2,"2026-08-11 00:00:22",27.80000,76.90000,NULL,NULL,0.86305
8425522,2,"2026-08-11 00:00:25",29.50000,75.80000,NULL,NULL,0.99774
8425523,3,"2026-08-11 00:02:41",28.30000,82.40000,NULL,NULL,0.67698
8425524,2,"2026-08-11 00:00:28",29.50000,75.80000,NULL,NULL,0.99774
8425525,3,"2026-08-11 00:02:44",28.30000,82.40000,NULL,NULL,0.67698
8425526,1,"2026-08-11 00:00:27",27.80000,76.90000,0.00000,0,0.86305
8425527,2,"2026-08-11 00:00:30",29.50000,75.80000,NULL,NULL,0.99774
8425528,3,"2026-08-11 00:02:47",28.30000,82.40000,NULL,NULL,0.67698
8425529,4,"2026-08-11 00:02:47",28.30000,82.40000,NULL,NULL,0.67698
8425530,4,"2026-08-11 00:02:47",28.20000,84.30000,NULL,NULL,0.60040
8425531,2,"2026-08-11 00:00:33",29.50000,75.80000,NULL,NULL,0.99774
8425532,1,"2026-08-11 00:00:31",27.80000,76.90000,0.00000,0,0.86305
8425533,3,"2026-08-11 00:02:50",28.30000,82.40000,NULL,NULL,0.67698
8425534,4,"2026-08-11 00:02:50",28.30000,82.40000,NULL,NULL,0.67698
8425535,4,"2026-08-11 00:02:50",28.20000,84.30000,NULL,NULL,0.60040
8425536,2,"2026-08-11 00:00:35",29.50000,75.80000,NULL,NULL,0.99774
8425537,3,"2026-08-11 00:02:54",28.30000,82.40000,NULL,NULL,0.67698
8425538,2,"2026-08-11 00:00:38",29.50000,75.80000,NULL,NULL,0.99774
8425539,4,"2026-08-11 00:02:54",28.30000,82.40000,NULL,NULL,0.67698
8425540,4,"2026-08-11 00:02:54",28.20000,84.20000,NULL,NULL,0.60422
8425541,1,"2026-08-11 00:00:36",27.80000,76.90000,0.00000,0,0.86305
8425542,2,"2026-08-11 00:00:40",29.50000,75.70000,NULL,NULL,1.00186
8425543,4,"2026-08-11 00:02:57",28.20000,84.20000,NULL,NULL,0.60422
8425544,1,"2026-08-11 00:00:40",27.80000,76.80000,0.52000,69,0.86678
8425545,2,"2026-08-11 00:00:40",27.80000,76.80000,NULL,NULL,0.86678
8425546,3,"2026-08-11 00:02:59",28.30000,82.40000,NULL,NULL,0.67698
8425547,2,"2026-08-11 00:00:43",29.50000,75.80000,NULL,NULL,0.99774
8425548,4,"2026-08-11 00:03:00",28.20000,84.20000,NULL,NULL,0.60422
8425549,2,"2026-08-11 00:00:46",29.50000,75.80000,NULL,NULL,0.99774
8425550,3,"2026-08-11 00:03:02",28.30000,82.50000,NULL,NULL,0.67313
8425551,4,"2026-08-11 00:03:02",28.20000,84.20000,NULL,NULL,0.60422
8425552,1,"2026-08-11 00:00:45",27.80000,76.80000,0.00000,0,0.86678
8425553,2,"2026-08-11 00:00:48",29.50000,75.80000,NULL,NULL,0.99774
8425554,3,"2026-08-11 00:03:05",28.30000,82.40000,NULL,NULL,0.67698
8425555,4,"2026-08-11 00:03:05",28.20000,84.30000,NULL,NULL,0.60040
8425556,2,"2026-08-11 00:00:51",29.50000,75.80000,NULL,NULL,0.99774
8425557,3,"2026-08-11 00:03:07",28.30000,82.40000,NULL,NULL,0.67698
8425558,1,"2026-08-11 00:00:49",27.80000,76.90000,0.00000,0,0.86305
8425559,4,"2026-08-11 00:03:08",28.20000,84.20000,NULL,NULL,0.60422
8425560,2,"2026-08-11 00:00:53",29.50000,75.70000,NULL,NULL,1.00186
8425561,3,"2026-08-11 00:03:10",28.30000,82.40000,NULL,NULL,0.67698
8425562,4,"2026-08-11 00:03:11",28.20000,84.20000,NULL,NULL,0.60422
8425563,2,"2026-08-11 00:00:56",29.50000,75.70000,NULL,NULL,1.00186
8425564,3,"2026-08-11 00:03:13",28.30000,82.50000,NULL,NULL,0.67313
8425565,4,"2026-08-11 00:03:14",28.20000,84.20000,NULL,NULL,0.60422
8425566,3,"2026-08-11 00:03:16",28.30000,82.50000,NULL,NULL,0.67313
8425567,4,"2026-08-11 00:03:16",28.20000,84.20000,NULL,NULL,0.60422
8425568,3,"2026-08-11 00:03:19",28.30000,82.40000,NULL,NULL,0.67698
8425569,4,"2026-08-11 00:03:19",28.20000,84.20000,NULL,NULL,0.60422
8425570,1,"2026-08-11 00:01:02",27.80000,76.80000,0.00000,0,0.86678
8425571,3,"2026-08-11 00:03:21",28.30000,82.40000,NULL,NULL,0.67698
8425572,4,"2026-08-11 00:03:22",28.20000,84.20000,NULL,NULL,0.60422
8425573,2,"2026-08-11 00:01:07",29.50000,75.80000,NULL,NULL,0.99774
8425574,3,"2026-08-11 00:03:24",28.30000,82.40000,NULL,NULL,0.67698
8425575,4,"2026-08-11 00:03:25",28.20000,84.20000,NULL,NULL,0.60422
8425576,1,"2026-08-11 00:01:07",27.80000,76.80000,0.00000,0,0.86678
8425577,2,"2026-08-11 00:01:07",27.80000,76.80000,NULL,NULL,0.86678
8425578,2,"2026-08-11 00:01:10",29.50000,75.80000,NULL,NULL,0.99774
8425579,3,"2026-08-11 00:03:27",28.30000,82.40000,NULL,NULL,0.67698
8425580,4,"2026-08-11 00:03:27",28.20000,84.20000,NULL,NULL,0.60422
8425581,2,"2026-08-11 00:01:12",29.50000,75.70000,NULL,NULL,1.00186
8425582,3,"2026-08-11 00:03:30",28.30000,82.40000,NULL,NULL,0.67698
8425583,1,"2026-08-11 00:01:11",27.80000,76.80000,0.50000,63,0.86678
8425584,4,"2026-08-11 00:03:30",28.20000,84.30000,NULL,NULL,0.60040
8425585,2,"2026-08-11 00:01:15",29.50000,75.70000,NULL,NULL,1.00186
8425586,3,"2026-08-11 00:03:32",28.30000,82.40000,NULL,NULL,0.67698
8425587,4,"2026-08-11 00:03:33",28.20000,84.30000,NULL,NULL,0.60040
8425588,2,"2026-08-11 00:01:18",29.50000,75.70000,NULL,NULL,1.00186
8425589,1,"2026-08-11 00:01:16",27.80000,76.80000,0.54000,61,0.86678
8425590,2,"2026-08-11 00:01:20",29.50000,75.70000,NULL,NULL,1.00186
8425591,4,"2026-08-11 00:03:36",28.20000,84.20000,NULL,NULL,0.60422
8425592,3,"2026-08-11 00:03:36",28.20000,84.20000,NULL,NULL,0.60422
8425593,3,"2026-08-11 00:03:36",28.30000,82.40000,NULL,NULL,0.67698
8425594,2,"2026-08-11 00:01:23",29.50000,75.70000,NULL,NULL,1.00186
8425595,1,"2026-08-11 00:01:20",27.80000,76.80000,0.52000,78,0.86678
8425596,4,"2026-08-11 00:03:39",28.20000,84.20000,NULL,NULL,0.60422
8425597,3,"2026-08-11 00:03:39",28.20000,84.20000,NULL,NULL,0.60422
8425598,3,"2026-08-11 00:03:40",28.30000,82.40000,NULL,NULL,0.67698
8425599,2,"2026-08-11 00:01:25",29.50000,75.70000,NULL,NULL,1.00186
8425600,1,"2026-08-11 00:01:25",27.80000,76.80000,0.00000,0,0.86678
8425601,3,"2026-08-11 00:03:43",28.30000,82.40000,NULL,NULL,0.67698
8425602,2,"2026-08-11 00:01:25",27.80000,76.80000,NULL,NULL,0.86678
8425603,2,"2026-08-11 00:01:28",29.50000,75.70000,NULL,NULL,1.00186
8425604,4,"2026-08-11 00:03:43",28.30000,82.40000,NULL,NULL,0.67698
8425605,4,"2026-08-11 00:03:44",28.20000,84.30000,NULL,NULL,0.60040
8425606,2,"2026-08-11 00:01:31",29.50000,75.70000,NULL,NULL,1.00186
8425607,4,"2026-08-11 00:03:47",28.20000,84.30000,NULL,NULL,0.60040
8425608,1,"2026-08-11 00:01:29",27.80000,76.80000,0.00000,0,0.86678
8425609,2,"2026-08-11 00:01:33",29.50000,75.60000,NULL,NULL,1.00598
8425610,3,"2026-08-11 00:03:49",28.30000,82.40000,NULL,NULL,0.67698
8425611,4,"2026-08-11 00:03:50",28.20000,84.20000,NULL,NULL,0.60422
8425612,2,"2026-08-11 00:01:36",29.50000,75.60000,NULL,NULL,1.00598
8425613,3,"2026-08-11 00:03:52",28.30000,82.40000,NULL,NULL,0.67698
8425614,4,"2026-08-11 00:03:52",28.20000,84.20000,NULL,NULL,0.60422
8425615,1,"2026-08-11 00:01:34",27.80000,76.70000,0.00000,0,0.87052
8425616,2,"2026-08-11 00:01:38",29.50000,75.60000,NULL,NULL,1.00598
8425617,3,"2026-08-11 00:03:54",28.30000,82.40000,NULL,NULL,0.67698
8425618,4,"2026-08-11 00:03:55",28.20000,84.20000,NULL,NULL,0.60422
8425619,2,"2026-08-11 00:01:41",29.50000,75.60000,NULL,NULL,1.00598
8425620,1,"2026-08-11 00:01:38",27.80000,76.70000,0.00000,0,0.87052
8425621,3,"2026-08-11 00:03:57",28.30000,82.40000,NULL,NULL,0.67698
8425622,4,"2026-08-11 00:03:58",28.20000,84.20000,NULL,NULL,0.60422
8425623,2,"2026-08-11 00:01:43",29.50000,75.60000,NULL,NULL,1.00598
8425624,3,"2026-08-11 00:04:00",28.30000,82.40000,NULL,NULL,0.67698
8425625,4,"2026-08-11 00:04:01",28.20000,84.20000,NULL,NULL,0.60422
8425626,1,"2026-08-11 00:01:43",27.80000,76.70000,0.00000,0,0.87052
8425627,2,"2026-08-11 00:01:43",27.80000,76.70000,NULL,NULL,0.87052
8425628,2,"2026-08-11 00:01:46",29.50000,75.60000,NULL,NULL,1.00598
8425629,3,"2026-08-11 00:04:03",28.30000,82.40000,NULL,NULL,0.67698
8425630,4,"2026-08-11 00:04:04",28.20000,84.20000,NULL,NULL,0.60422
8425631,2,"2026-08-11 00:01:48",29.50000,75.60000,NULL,NULL,1.00598
8425632,3,"2026-08-11 00:04:06",28.30000,82.40000,NULL,NULL,0.67698
8425633,1,"2026-08-11 00:01:47",27.80000,76.70000,0.00000,0,0.87052
8425634,4,"2026-08-11 00:04:06",28.20000,84.30000,NULL,NULL,0.60040
8425635,2,"2026-08-11 00:01:51",29.50000,75.60000,NULL,NULL,1.00598
8425636,3,"2026-08-11 00:04:08",28.30000,82.40000,NULL,NULL,0.67698
8425637,4,"2026-08-11 00:04:09",28.20000,84.20000,NULL,NULL,0.60422
8425638,2,"2026-08-11 00:01:54",29.50000,75.50000,NULL,NULL,1.01011
8425639,1,"2026-08-11 00:01:52",27.80000,76.70000,0.54000,70,0.87052
8425640,3,"2026-08-11 00:04:11",28.30000,82.40000,NULL,NULL,0.67698
8425641,2,"2026-08-11 00:01:56",29.50000,75.50000,NULL,NULL,1.01011
8425642,4,"2026-08-11 00:04:12",28.20000,84.20000,NULL,NULL,0.60422
8425643,3,"2026-08-11 00:04:14",28.30000,82.40000,NULL,NULL,0.67698
8425644,4,"2026-08-11 00:04:15",28.20000,84.20000,NULL,NULL,0.60422
8425645,3,"2026-08-11 00:04:17",28.30000,82.40000,NULL,NULL,0.67698
8425646,4,"2026-08-11 00:04:17",28.20000,84.20000,NULL,NULL,0.60422
8425647,1,"2026-08-11 00:02:00",27.80000,76.70000,0.00000,0,0.87052
8425648,3,"2026-08-11 00:04:19",28.30000,82.40000,NULL,NULL,0.67698
8425649,4,"2026-08-11 00:04:20",28.20000,84.20000,NULL,NULL,0.60422
8425650,3,"2026-08-11 00:04:22",28.30000,82.40000,NULL,NULL,0.67698
8425651,2,"2026-08-11 00:02:07",29.50000,75.50000,NULL,NULL,1.01011
8425652,4,"2026-08-11 00:04:23",28.20000,84.20000,NULL,NULL,0.60422
8425653,1,"2026-08-11 00:02:07",29.50000,75.50000,NULL,NULL,1.01011
8425654,1,"2026-08-11 00:02:04",27.80000,76.70000,0.00000,0,0.87052
8425655,3,"2026-08-11 00:04:25",28.30000,82.40000,NULL,NULL,0.67698
8425656,2,"2026-08-11 00:02:10",29.50000,75.50000,NULL,NULL,1.01011
8425657,4,"2026-08-11 00:04:26",28.20000,84.20000,NULL,NULL,0.60422
8425658,3,"2026-08-11 00:04:28",28.30000,82.40000,NULL,NULL,0.67698
8425659,1,"2026-08-11 00:02:09",27.80000,76.70000,0.00000,0,0.87052
8425660,2,"2026-08-11 00:02:12",29.50000,75.50000,NULL,NULL,1.01011
8425661,4,"2026-08-11 00:04:29",28.20000,84.30000,NULL,NULL,0.60040
8425662,3,"2026-08-11 00:04:30",28.30000,82.40000,NULL,NULL,0.67698
8425663,2,"2026-08-11 00:02:15",29.50000,75.50000,NULL,NULL,1.01011
8425664,4,"2026-08-11 00:04:31",28.20000,84.20000,NULL,NULL,0.60422
8425665,1,"2026-08-11 00:02:14",27.80000,76.70000,0.52000,61,0.87052
8425666,2,"2026-08-11 00:02:17",29.50000,75.50000,NULL,NULL,1.01011
8425667,3,"2026-08-11 00:04:33",28.30000,82.50000,NULL,NULL,0.67313
8425668,4,"2026-08-11 00:04:34",28.20000,84.20000,NULL,NULL,0.60422
8425669,2,"2026-08-11 00:02:20",29.50000,75.50000,NULL,NULL,1.01011
8425670,1,"2026-08-11 00:02:18",27.80000,76.80000,0.54000,67,0.86678
8425671,4,"2026-08-11 00:04:37",28.20000,84.30000,NULL,NULL,0.60040
8425672,2,"2026-08-11 00:02:22",29.50000,75.50000,NULL,NULL,1.01011
8425673,4,"2026-08-11 00:04:40",28.20000,84.20000,NULL,NULL,0.60422
8425674,2,"2026-08-11 00:02:25",29.50000,75.50000,NULL,NULL,1.01011
8425675,1,"2026-08-11 00:02:23",27.80000,76.70000,0.50000,67,0.87052
8425676,3,"2026-08-11 00:04:42",28.30000,82.40000,NULL,NULL,0.67698
8425677,4,"2026-08-11 00:04:42",28.30000,82.40000,NULL,NULL,0.67698
8425678,4,"2026-08-11 00:04:42",28.20000,84.30000,NULL,NULL,0.60040
8425679,2,"2026-08-11 00:02:27",29.50000,75.50000,NULL,NULL,1.01011
8425680,3,"2026-08-11 00:04:45",28.30000,82.40000,NULL,NULL,0.67698
8425681,1,"2026-08-11 00:02:27",27.80000,76.70000,0.54000,76,0.87052
8425682,2,"2026-08-11 00:02:27",27.80000,76.70000,NULL,NULL,0.87052
8425683,2,"2026-08-11 00:02:30",29.50000,75.60000,NULL,NULL,1.00598
8425684,3,"2026-08-11 00:04:48",28.30000,82.40000,NULL,NULL,0.67698
8425685,2,"2026-08-11 00:02:33",29.60000,75.50000,NULL,NULL,1.01594
8425686,1,"2026-08-11 00:02:32",27.80000,76.70000,0.00000,0,0.87052
8425687,2,"2026-08-11 00:02:35",29.50000,75.50000,NULL,NULL,1.01011
8425688,3,"2026-08-11 00:04:51",28.30000,82.50000,NULL,NULL,0.67313
8425689,4,"2026-08-11 00:04:51",28.30000,82.50000,NULL,NULL,0.67313
8425690,4,"2026-08-11 00:04:51",28.20000,84.30000,NULL,NULL,0.60040
8425691,2,"2026-08-11 00:02:38",29.50000,75.50000,NULL,NULL,1.01011
8425692,4,"2026-08-11 00:04:55",28.20000,84.30000,NULL,NULL,0.60040
8425693,1,"2026-08-11 00:02:36",27.80000,76.80000,0.00000,0,0.86678
8425694,2,"2026-08-11 00:02:40",29.50000,75.50000,NULL,NULL,1.01011
8425695,3,"2026-08-11 00:04:57",28.30000,82.50000,NULL,NULL,0.67313
8425696,4,"2026-08-11 00:04:57",28.20000,84.20000,NULL,NULL,0.60422
8425697,2,"2026-08-11 00:02:43",29.50000,75.50000,NULL,NULL,1.01011
8425698,1,"2026-08-11 00:02:41",27.80000,76.80000,0.52000,69,0.86678
8425699,3,"2026-08-11 00:04:59",28.30000,82.40000,NULL,NULL,0.67698
8425700,4,"2026-08-11 00:05:00",28.20000,84.30000,NULL,NULL,0.60040
8425701,2,"2026-08-11 00:02:45",29.50000,75.50000,NULL,NULL,1.01011
